slice_file_name,start,end,salience,fold,classID,class
100852-0-0-25.wav,12.5,16.5,1,5,0,air_conditioner
100852-0-0-26.wav,13.0,17.0,1,5,0,air_conditioner
100852-0-0-27.wav,13.5,17.5,1,5,0,air_conditioner
100852-0-0-28.wav,14.0,18.0,1,5,0,air_conditioner
100852-0-0-29.wav,14.5,18.5,1,5,0,air_conditioner
100852-0-0-3.wav,1.5,5.5,1,5,0,air_conditioner
100852-0-0-30.wav,15.0,19.0,1,5,0,air_conditioner
100852-0-0-4.wav,2.0,6.0,1,5,0,air_conditioner
100852-0-0-5.wav,2.5,6.5,1,5,0,air_conditioner
100852-0-0-6.wav,3.0,7.0,1,5,0,air_conditioner
100852-0-0-7.wav,3.5,7.5,1,5,0,air_conditioner
100852-0-0-8.wav,4.0,8.0,1,5,0,air_conditioner
100852-0-0-9.wav,4.5,8.5,1,5,0,air_conditioner
101281-3-0-0.wav,0.341333,4.341333,2,6,3,dog_bark
101281-3-0-14.wav,7.341333,11.341333,2,6,3,dog_bark
101281-3-0-5.wav,2.841333,6.8413330000000006,2,6,3,dog_bark
101415-3-0-2.wav,1.0,5.0,1,1,3,dog_bark
101415-3-0-3.wav,1.5,5.5,1,1,3,dog_bark
101415-3-0-8.wav,4.0,8.0,1,1,3,dog_bark
101848-9-0-0.wav,0.0,4.0,1,7,9,street_music
101848-9-0-1.wav,0.5,4.5,1,7,9,street_music
101848-9-0-2.wav,1.0,5.0,1,7,9,street_music
101848-9-0-3.wav,1.5,5.5,1,7,9,street_music
101848-9-0-8.wav,4.0,8.0,1,7,9,street_music
101848-9-0-9.wav,4.5,8.5,1,7,9,street_music
102102-3-0-0.wav,1.573952,4.673824,2,4,3,dog_bark
102104-3-0-0.wav,2.429279,3.241121,2,2,3,dog_bark
102105-3-0-0.wav,2.041889,6.041888999999999,2,3,3,dog_bark
102106-3-0-0.wav,2.243852,3.884477,2,1,3,dog_bark
102305-6-0-0.wav,0.0,2.61161,1,1,6,gun_shot
102547-3-0-2.wav,1.0,5.0,1,5,3,dog_bark
102547-3-0-7.wav,3.5,7.5,1,5,3,dog_bark
102547-3-0-8.wav,4.0,8.0,1,5,3,dog_bark
102842-3-0-1.wav,0.5,4.5,2,1,3,dog_bark
102842-3-1-0.wav,113.061785,117.061785,2,1,3,dog_bark
102842-3-1-5.wav,115.561785,119.561785,2,1,3,dog_bark
102842-3-1-6.wav,116.061785,120.061785,2,1,3,dog_bark
102853-8-0-0.wav,0.0,4.0,2,7,8,siren
102853-8-0-1.wav,0.5,4.5,2,7,8,siren
102853-8-0-2.wav,1.0,5.0,2,7,8,siren
102853-8-0-3.wav,1.5,5.5,2,7,8,siren
102853-8-0-4.wav,2.0,6.0,2,7,8,siren
102853-8-0-5.wav,2.5,6.5,2,7,8,siren
102853-8-0-6.wav,3.0,7.0,2,7,8,siren
102853-8-1-0.wav,27.214044,31.214044,2,7,8,siren
102858-5-0-0.wav,0.0,4.0,1,2,5,engine_idling
102858-5-0-1.wav,0.5,4.5,1,2,5,engine_idling
102871-8-0-0.wav,0.0,4.0,1,2,8,siren
102871-8-0-1.wav,0.5,4.5,1,2,8,siren
102871-8-0-10.wav,5.0,9.0,1,2,8,siren
102871-8-0-11.wav,5.5,9.5,1,2,8,siren
102871-8-0-12.wav,6.0,10.0,1,2,8,siren
102871-8-0-13.wav,6.5,10.5,1,2,8,siren
102871-8-0-14.wav,7.0,11.0,1,2,8,siren
102871-8-0-15.wav,7.5,11.5,1,2,8,siren
102871-8-0-2.wav,1.0,5.0,1,2,8,siren
102871-8-0-3.wav,1.5,5.5,1,2,8,siren
102871-8-0-4.wav,2.0,6.0,1,2,8,siren
102871-8-0-5.wav,2.5,6.5,1,2,8,siren
102871-8-0-6.wav,3.0,7.0,1,2,8,siren
102871-8-0-7.wav,3.5,7.5,1,2,8,siren
102871-8-0-8.wav,4.0,8.0,1,2,8,siren
102871-8-0-9.wav,4.5,8.5,1,2,8,siren
103074-7-0-0.wav,3.341279,7.341279,1,1,7,jackhammer
103074-7-0-1.wav,3.841279,7.841279,1,1,7,jackhammer
103074-7-0-2.wav,4.341279,8.341279,1,1,7,jackhammer
103074-7-1-0.wav,22.517317,26.517317,1,1,7,jackhammer
103074-7-1-1.wav,23.017317,27.017317,1,1,7,jackhammer
103074-7-1-2.wav,23.517317,27.517317,1,1,7,jackhammer
103074-7-1-3.wav,24.017317,28.017317,1,1,7,jackhammer
103074-7-1-4.wav,24.517317,28.517317,1,1,7,jackhammer
103074-7-1-5.wav,25.017317,29.017317,1,1,7,jackhammer
103074-7-1-6.wav,25.517317,29.517317,1,1,7,jackhammer
103074-7-2-0.wav,42.347083,43.727176,1,1,7,jackhammer
103074-7-3-0.wav,46.632637,50.632637,1,1,7,jackhammer
103074-7-3-1.wav,47.132637,51.132637,1,1,7,jackhammer
103074-7-3-2.wav,47.632637,51.632637,1,1,7,jackhammer
103074-7-3-3.wav,48.132637,52.132637,1,1,7,jackhammer
103074-7-4-0.wav,60.651482,64.651482,1,1,7,jackhammer
103074-7-4-1.wav,61.151482,65.151482,1,1,7,jackhammer
103074-7-4-2.wav,61.651482,65.651482,1,1,7,jackhammer
103074-7-4-3.wav,62.151482,66.151482,1,1,7,jackhammer
103074-7-4-4.wav,62.651482,66.651482,1,1,7,jackhammer
103074-7-4-5.wav,63.151482,67.151482,1,1,7,jackhammer
103074-7-4-6.wav,63.651482,67.651482,1,1,7,jackhammer
103076-3-0-0.wav,0.0,2.527184,1,8,3,dog_bark
103076-3-1-0.wav,6.788349,7.756796,1,8,3,dog_bark
103076-3-2-0.wav,10.265534,10.717475,1,8,3,dog_bark
103199-4-0-0.wav,0.0,4.0,1,3,4,drilling
103199-4-0-3.wav,1.5,5.5,1,3,4,drilling
103199-4-0-4.wav,2.0,6.0,1,3,4,drilling
103199-4-0-5.wav,2.5,6.5,1,3,4,drilling
103199-4-0-6.wav,3.0,7.0,1,3,4,drilling
103199-4-1-0.wav,16.097136,17.617205,2,3,4,drilling
103199-4-2-0.wav,17.617205,21.617205,1,3,4,drilling
103199-4-2-1.wav,18.117205,22.117205,1,3,4,drilling
103199-4-2-10.wav,22.617205,26.617205,1,3,4,drilling
103199-4-2-11.wav,23.117205,27.117205,1,3,4,drilling
103199-4-2-2.wav,18.617205,22.617205,1,3,4,drilling
103199-4-2-3.wav,19.117205,23.117205,1,3,4,drilling
103199-4-2-4.wav,19.617205,23.617205,1,3,4,drilling
103199-4-2-5.wav,20.117205,24.117205,1,3,4,drilling
103199-4-2-6.wav,20.617205,24.617205,1,3,4,drilling
103199-4-2-7.wav,21.117205,25.117205,1,3,4,drilling
103199-4-2-8.wav,21.617205,25.617205,1,3,4,drilling
103199-4-2-9.wav,22.117205,26.117205,1,3,4,drilling
103199-4-4-0.wav,46.186699,48.720146,1,3,4,drilling
103199-4-6-0.wav,50.591,51.916188,1,3,4,drilling
103199-4-7-2.wav,52.916188,56.916188,2,3,4,drilling
103258-5-0-0.wav,0.0,4.0,1,1,5,engine_idling
103258-5-0-1.wav,0.5,4.5,1,1,5,engine_idling
103258-5-0-10.wav,5.0,9.0,1,1,5,engine_idling
103258-5-0-11.wav,5.5,9.5,1,1,5,engine_idling
103258-5-0-12.wav,6.0,10.0,1,1,5,engine_idling
103258-5-0-13.wav,6.5,10.5,1,1,5,engine_idling
103258-5-0-14.wav,7.0,11.0,1,1,5,engine_idling
103258-5-0-15.wav,7.5,11.5,1,1,5,engine_idling
103258-5-0-16.wav,8.0,12.0,1,1,5,engine_idling
103258-5-0-17.wav,8.5,12.5,1,1,5,engine_idling
103258-5-0-18.wav,9.0,13.0,1,1,5,engine_idling
103258-5-0-19.wav,9.5,13.5,1,1,5,engine_idling
103258-5-0-2.wav,1.0,5.0,1,1,5,engine_idling
103258-5-0-3.wav,1.5,5.5,1,1,5,engine_idling
103258-5-0-4.wav,2.0,6.0,1,1,5,engine_idling
103258-5-0-5.wav,2.5,6.5,1,1,5,engine_idling
103258-5-0-6.wav,3.0,7.0,1,1,5,engine_idling
103258-5-0-7.wav,3.5,7.5,1,1,5,engine_idling
103258-5-0-8.wav,4.0,8.0,1,1,5,engine_idling
103258-5-0-9.wav,4.5,8.5,1,1,5,engine_idling
103357-4-0-0.wav,0.305227,4.305227,1,3,4,drilling
103357-4-0-1.wav,0.805227,4.805227,1,3,4,drilling
104327-2-0-15.wav,7.5,11.5,2,6,2,children_playing
104327-2-0-19.wav,9.5,13.5,2,6,2,children_playing
104327-2-0-26.wav,13.0,17.0,2,6,2,children_playing
104327-2-0-28.wav,14.0,18.0,2,6,2,children_playing
104327-2-0-3.wav,1.5,5.5,2,6,2,children_playing
104327-2-0-30.wav,15.0,19.0,2,6,2,children_playing
104327-2-0-34.wav,17.0,21.0,2,6,2,children_playing
104327-2-0-4.wav,2.0,6.0,2,6,2,children_playing
104421-2-0-1.wav,0.5,4.5,2,5,2,children_playing
104421-2-0-15.wav,7.5,11.5,2,5,2,children_playing
104421-2-0-20.wav,10.0,14.0,2,5,2,children_playing
104421-2-0-29.wav,14.5,18.5,2,5,2,children_playing
104421-2-0-3.wav,1.5,5.5,2,5,2,children_playing
104421-2-0-5.wav,2.5,6.5,2,5,2,children_playing
104421-2-0-7.wav,3.5,7.5,2,5,2,children_playing
104421-2-1-3.wav,91.652072,95.652072,1,5,2,children_playing
104625-4-0-15.wav,13.751409,17.751409,1,7,4,drilling
104625-4-0-21.wav,16.751409,20.751409,1,7,4,drilling
104625-4-0-27.wav,19.751409,23.751409,1,7,4,drilling
104625-4-0-29.wav,20.751409,24.751409,1,7,4,drilling
104625-4-0-3.wav,7.751409,11.751409,1,7,4,drilling
104625-4-0-35.wav,23.751409,27.751409,1,7,4,drilling
104625-4-0-40.wav,26.251409,30.251409,1,7,4,drilling
104625-4-0-41.wav,26.751409,30.751409,1,7,4,drilling
104625-4-0-45.wav,28.751409,32.751408999999995,1,7,4,drilling
104625-4-0-48.wav,30.251409,34.251408999999995,1,7,4,drilling
104625-4-0-51.wav,31.751409,35.751408999999995,1,7,4,drilling
104625-4-0-52.wav,32.251409,36.251409,1,7,4,drilling
104625-4-0-53.wav,32.751409,36.751409,1,7,4,drilling
104625-4-0-55.wav,33.751409,37.751409,1,7,4,drilling
104625-4-0-57.wav,34.751409,38.751409,1,7,4,drilling
104625-4-0-66.wav,39.251409,43.251409,1,7,4,drilling
104625-4-1-20.wav,156.589168,160.589168,1,7,4,drilling
104625-4-1-8.wav,150.589168,154.589168,1,7,4,drilling
104817-4-0-0.wav,0.0,4.0,1,2,4,drilling
104817-4-0-1.wav,0.5,4.5,1,2,4,drilling
104817-4-0-10.wav,5.0,9.0,1,2,4,drilling
104817-4-0-11.wav,5.5,9.5,1,2,4,drilling
104817-4-0-2.wav,1.0,5.0,1,2,4,drilling
104817-4-0-3.wav,1.5,5.5,1,2,4,drilling
104817-4-0-4.wav,2.0,6.0,1,2,4,drilling
104817-4-0-5.wav,2.5,6.5,1,2,4,drilling
104817-4-0-6.wav,3.0,7.0,1,2,4,drilling
104817-4-0-7.wav,3.5,7.5,1,2,4,drilling
104817-4-0-8.wav,4.0,8.0,1,2,4,drilling
104817-4-0-9.wav,4.5,8.5,1,2,4,drilling
104998-7-0-5.wav,18.872926,22.872926,1,5,7,jackhammer
104998-7-10-1.wav,260.47552,264.47552,1,5,7,jackhammer
104998-7-10-10.wav,264.97552,268.97552,1,5,7,jackhammer
104998-7-10-13.wav,266.47552,270.47552,1,5,7,jackhammer
104998-7-10-15.wav,267.47552,271.47552,1,5,7,jackhammer
104998-7-10-8.wav,263.97552,267.97552,1,5,7,jackhammer
104998-7-10-9.wav,264.47552,268.47552,1,5,7,jackhammer
104998-7-11-0.wav,297.367744,301.367744,1,5,7,jackhammer
104998-7-11-2.wav,298.367744,302.367744,1,5,7,jackhammer
104998-7-12-2.wav,322.263366,326.263366,1,5,7,jackhammer
104998-7-14-1.wav,352.960429,356.960429,1,5,7,jackhammer
104998-7-14-5.wav,354.960429,358.960429,1,5,7,jackhammer
104998-7-14-6.wav,355.460429,359.460429,1,5,7,jackhammer
104998-7-15-1.wav,380.838655,384.838655,1,5,7,jackhammer
104998-7-15-3.wav,381.838655,385.838655,1,5,7,jackhammer
104998-7-15-5.wav,382.838655,386.838655,1,5,7,jackhammer
104998-7-15-9.wav,384.838655,388.838655,1,5,7,jackhammer
104998-7-16-0.wav,422.155994,426.155994,1,5,7,jackhammer
104998-7-16-10.wav,427.155994,431.155994,1,5,7,jackhammer
104998-7-16-11.wav,427.655994,431.655994,1,5,7,jackhammer
104998-7-16-5.wav,424.655994,428.655994,1,5,7,jackhammer
104998-7-16-6.wav,425.155994,429.155994,1,5,7,jackhammer
104998-7-16-7.wav,425.655994,429.655994,1,5,7,jackhammer
104998-7-17-0.wav,456.008125,460.008125,1,5,7,jackhammer
104998-7-17-1.wav,456.508125,460.508125,1,5,7,jackhammer
104998-7-17-12.wav,462.008125,466.008125,1,5,7,jackhammer
104998-7-17-14.wav,463.008125,467.008125,1,5,7,jackhammer
104998-7-17-4.wav,458.008125,462.008125,1,5,7,jackhammer
104998-7-17-7.wav,459.508125,463.508125,1,5,7,jackhammer
104998-7-17-8.wav,460.008125,464.008125,1,5,7,jackhammer
104998-7-18-12.wav,501.391651,505.391651,1,5,7,jackhammer
104998-7-18-13.wav,501.891651,505.891651,1,5,7,jackhammer
104998-7-18-3.wav,496.891651,500.891651,1,5,7,jackhammer
104998-7-18-9.wav,499.891651,503.891651,1,5,7,jackhammer
104998-7-19-0.wav,530.128805,534.128805,1,5,7,jackhammer
104998-7-19-3.wav,531.628805,535.628805,1,5,7,jackhammer
104998-7-19-6.wav,533.128805,537.128805,1,5,7,jackhammer
104998-7-19-7.wav,533.628805,537.628805,1,5,7,jackhammer
104998-7-19-8.wav,534.128805,538.128805,1,5,7,jackhammer
104998-7-19-9.wav,534.628805,538.628805,1,5,7,jackhammer
104998-7-2-4.wav,62.402823,66.402823,1,5,7,jackhammer
104998-7-2-5.wav,62.902823,66.902823,1,5,7,jackhammer
104998-7-2-6.wav,63.402823,67.402823,1,5,7,jackhammer
104998-7-3-1.wav,84.134678,88.134678,1,5,7,jackhammer
104998-7-7-0.wav,141.824943,145.824943,1,5,7,jackhammer
104998-7-7-1.wav,142.324943,146.324943,1,5,7,jackhammer
104998-7-7-4.wav,143.824943,147.824943,1,5,7,jackhammer
104998-7-7-7.wav,145.324943,149.324943,1,5,7,jackhammer
104998-7-7-9.wav,146.324943,150.324943,1,5,7,jackhammer
104998-7-8-13.wav,178.194471,182.194471,1,5,7,jackhammer
104998-7-8-14.wav,178.694471,182.694471,1,5,7,jackhammer
104998-7-8-15.wav,179.194471,183.194471,1,5,7,jackhammer
104998-7-8-17.wav,180.194471,184.194471,1,5,7,jackhammer
104998-7-8-4.wav,173.694471,177.694471,1,5,7,jackhammer
104998-7-8-6.wav,174.694471,178.694471,1,5,7,jackhammer
104998-7-8-7.wav,175.194471,179.194471,1,5,7,jackhammer
104998-7-9-0.wav,221.698273,225.698273,1,5,7,jackhammer
104998-7-9-13.wav,228.198273,232.198273,1,5,7,jackhammer
104998-7-9-9.wav,226.198273,230.198273,1,5,7,jackhammer
105289-8-0-0.wav,26.31554,30.31554,2,7,8,siren
105289-8-0-1.wav,26.81554,30.81554,2,7,8,siren
105289-8-0-2.wav,27.31554,31.31554,2,7,8,siren
105289-8-0-3.wav,27.81554,31.81554,2,7,8,siren
105289-8-0-4.wav,28.31554,32.31554,2,7,8,siren
105289-8-0-5.wav,28.81554,32.81554,2,7,8,siren
105289-8-1-0.wav,40.426771,44.426771,1,7,8,siren
105289-8-1-1.wav,40.926771,44.926771,1,7,8,siren
105289-8-1-2.wav,41.426771,45.426771,1,7,8,siren
105289-8-1-3.wav,41.926771,45.926771,1,7,8,siren
105289-8-1-4.wav,42.426771,46.426771,1,7,8,siren
105289-8-2-0.wav,53.012464,57.012464,2,7,8,siren
105289-8-2-1.wav,53.512464,57.512464,2,7,8,siren
105289-8-2-2.wav,54.012464,58.012464,2,7,8,siren
105289-8-2-3.wav,54.512464,58.512464,2,7,8,siren
105289-8-2-4.wav,55.012464,59.012464,2,7,8,siren
105289-8-2-5.wav,55.512464,59.512464,2,7,8,siren
105289-8-2-6.wav,56.012464,60.012464,2,7,8,siren
105289-8-2-7.wav,56.512464,60.512464,2,7,8,siren
105319-3-0-22.wav,11.0,15.0,2,6,3,dog_bark
105319-3-0-29.wav,14.5,18.5,2,6,3,dog_bark
105319-3-0-39.wav,19.5,23.5,2,6,3,dog_bark
105415-2-0-1.wav,0.5,4.5,1,1,2,children_playing
105415-2-0-15.wav,7.5,11.5,1,1,2,children_playing
105415-2-0-19.wav,9.5,13.5,1,1,2,children_playing
105415-2-0-21.wav,10.5,14.5,1,1,2,children_playing
105415-2-0-24.wav,12.0,16.0,1,1,2,children_playing
105415-2-0-4.wav,2.0,6.0,1,1,2,children_playing
105415-2-0-6.wav,3.0,7.0,1,1,2,children_playing
105415-2-0-8.wav,4.0,8.0,1,1,2,children_playing
105425-9-0-1.wav,0.5,4.5,1,5,9,street_music
105425-9-0-10.wav,5.0,9.0,1,5,9,street_music
105425-9-0-12.wav,6.0,10.0,1,5,9,street_music
105425-9-0-13.wav,6.5,10.5,1,5,9,street_music
105425-9-0-14.wav,7.0,11.0,1,5,9,street_music
105425-9-0-23.wav,11.5,15.5,1,5,9,street_music
106015-5-0-0.wav,3.484984,7.484984,1,2,5,engine_idling
106015-5-0-1.wav,3.984984,7.984984,1,2,5,engine_idling
106015-5-0-10.wav,8.484984,12.484984,1,2,5,engine_idling
106015-5-0-11.wav,8.984984,12.984984,1,2,5,engine_idling
106015-5-0-12.wav,9.484984,13.484984,1,2,5,engine_idling
106015-5-0-13.wav,9.984984,13.984984,1,2,5,engine_idling
106015-5-0-14.wav,10.484984,14.484984,1,2,5,engine_idling
106015-5-0-15.wav,10.984984,14.984984,1,2,5,engine_idling
106015-5-0-16.wav,11.484984,15.484984,1,2,5,engine_idling
106015-5-0-17.wav,11.984984,15.984984,1,2,5,engine_idling
106015-5-0-18.wav,12.484984,16.484984,1,2,5,engine_idling
106015-5-0-19.wav,12.984984,16.984984,1,2,5,engine_idling
106015-5-0-2.wav,4.484984,8.484984,1,2,5,engine_idling
106015-5-0-20.wav,13.484984,17.484984,1,2,5,engine_idling
106015-5-0-3.wav,4.984984,8.984984,1,2,5,engine_idling
106015-5-0-4.wav,5.484984,9.484984,1,2,5,engine_idling
106015-5-0-5.wav,5.984984,9.984984,1,2,5,engine_idling
106015-5-0-6.wav,6.484984,10.484984,1,2,5,engine_idling
106015-5-0-7.wav,6.984984,10.984984,1,2,5,engine_idling
106015-5-0-8.wav,7.484984,11.484984,1,2,5,engine_idling
106015-5-0-9.wav,7.984984,11.984984,1,2,5,engine_idling
106486-5-0-0.wav,0.0,4.0,1,6,5,engine_idling
106486-5-0-1.wav,0.5,4.5,1,6,5,engine_idling
106486-5-0-2.wav,1.0,5.0,1,6,5,engine_idling
106487-5-0-0.wav,0.0,4.0,1,5,5,engine_idling
106487-5-0-1.wav,0.5,4.5,1,5,5,engine_idling
106487-5-0-2.wav,1.0,5.0,1,5,5,engine_idling
106905-5-0-0.wav,55.008446,59.008446,2,8,5,engine_idling
106905-5-0-1.wav,55.508446,59.508446,2,8,5,engine_idling
106905-5-0-2.wav,56.008446,60.008446,2,8,5,engine_idling
106905-8-0-0.wav,43.636489,47.636489,2,1,8,siren
106905-8-0-1.wav,44.136489,48.136489,2,1,8,siren
106905-8-0-2.wav,44.636489,48.636489,2,1,8,siren
106905-8-0-3.wav,45.136489,49.136489,2,1,8,siren
107090-1-0-0.wav,25.500254,26.099176,2,8,1,car_horn
107090-1-1-0.wav,29.715744,30.54502,2,8,1,car_horn
107190-3-0-0.wav,0.0,0.794875,1,8,3,dog_bark
107228-5-0-0.wav,3.134753,7.134753,1,3,5,engine_idling
107228-5-0-1.wav,3.634753,7.634753,1,3,5,engine_idling
107228-5-0-2.wav,4.134753,8.134753,1,3,5,engine_idling
107228-5-0-3.wav,4.634753,8.634753,1,3,5,engine_idling
107228-5-0-4.wav,5.134753,9.134753,1,3,5,engine_idling
107228-5-0-5.wav,5.634753,9.634753,1,3,5,engine_idling
107228-5-0-6.wav,6.134753,10.134753,1,3,5,engine_idling
107228-5-0-7.wav,6.634753,10.634753,1,3,5,engine_idling
107357-8-0-0.wav,0.0,4.0,2,7,8,siren
107357-8-0-1.wav,0.5,4.5,2,7,8,siren
107357-8-0-2.wav,1.0,5.0,2,7,8,siren
107357-8-0-3.wav,1.5,5.5,2,7,8,siren
107357-8-0-4.wav,2.0,6.0,2,7,8,siren
107357-8-0-5.wav,2.5,6.5,2,7,8,siren
107357-8-0-6.wav,3.0,7.0,2,7,8,siren
107357-8-0-7.wav,3.5,7.5,2,7,8,siren
107357-8-0-8.wav,4.0,8.0,2,7,8,siren
107357-8-1-0.wav,159.017232,163.017232,2,7,8,siren
107357-8-1-1.wav,159.517232,163.517232,2,7,8,siren
107357-8-1-10.wav,164.017232,168.017232,2,7,8,siren
107357-8-1-11.wav,164.517232,168.517232,2,7,8,siren
107357-8-1-12.wav,165.017232,169.017232,2,7,8,siren
107357-8-1-13.wav,165.517232,169.517232,2,7,8,siren
107357-8-1-14.wav,166.017232,170.017232,2,7,8,siren
107357-8-1-15.wav,166.517232,170.517232,2,7,8,siren
107357-8-1-16.wav,167.017232,171.017232,2,7,8,siren
107357-8-1-17.wav,167.517232,171.517232,2,7,8,siren
107357-8-1-18.wav,168.017232,172.017232,2,7,8,siren
107357-8-1-2.wav,160.017232,164.017232,2,7,8,siren
107357-8-1-3.wav,160.517232,164.517232,2,7,8,siren
107357-8-1-4.wav,161.017232,165.017232,2,7,8,siren
107357-8-1-5.wav,161.517232,165.517232,2,7,8,siren
107357-8-1-6.wav,162.017232,166.017232,2,7,8,siren
107357-8-1-7.wav,162.517232,166.517232,2,7,8,siren
107357-8-1-8.wav,163.017232,167.017232,2,7,8,siren
107357-8-1-9.wav,163.517232,167.517232,2,7,8,siren
107653-9-0-12.wav,6.0,10.0,2,4,9,street_music
107653-9-0-14.wav,7.0,11.0,2,4,9,street_music
107653-9-0-18.wav,9.0,13.0,2,4,9,street_music
107653-9-0-3.wav,1.5,5.5,2,4,9,street_music
107653-9-0-5.wav,2.5,6.5,2,4,9,street_music
107653-9-0-7.wav,3.5,7.5,2,4,9,street_music
107842-4-0-0.wav,1.157328,5.157328,1,6,4,drilling
107842-4-0-1.wav,1.657328,5.657328,1,6,4,drilling
107842-4-0-2.wav,2.157328,6.157328,1,6,4,drilling
107842-4-1-0.wav,11.634196,13.385417,1,6,4,drilling
107842-4-2-0.wav,13.811801,17.811801000000003,1,6,4,drilling
107842-4-2-1.wav,14.311801,18.311801000000003,1,6,4,drilling
107842-4-2-2.wav,14.811801,18.811801000000003,1,6,4,drilling
107842-4-2-3.wav,15.311801,19.311801000000003,1,6,4,drilling
107842-4-2-4.wav,15.811801,19.811801000000003,1,6,4,drilling
107842-4-3-0.wav,26.085574,27.89771,1,6,4,drilling
108041-9-0-11.wav,5.5,9.5,1,1,9,street_music
108041-9-0-2.wav,1.0,5.0,1,1,9,street_music
108041-9-0-4.wav,2.0,6.0,1,1,9,street_music
108041-9-0-5.wav,2.5,6.5,1,1,9,street_music
108041-9-0-6.wav,3.0,7.0,1,1,9,street_music
108041-9-0-7.wav,3.5,7.5,1,1,9,street_music
108041-9-0-9.wav,4.5,8.5,1,1,9,street_music
108187-3-2-0.wav,15.751454,16.246588,2,2,3,dog_bark
108187-3-3-0.wav,18.010504,19.093609,2,2,3,dog_bark
108187-3-4-0.wav,24.911435,26.304,2,2,3,dog_bark
108187-3-6-0.wav,31.5648,33.266824,2,2,3,dog_bark
108357-9-0-15.wav,7.5,11.5,1,5,9,street_music
108357-9-0-2.wav,1.0,5.0,1,5,9,street_music
108357-9-0-27.wav,13.5,17.5,1,5,9,street_music
108357-9-0-30.wav,15.0,19.0,1,5,9,street_music
108357-9-0-44.wav,22.0,26.0,1,5,9,street_music
108357-9-0-49.wav,24.5,28.5,1,5,9,street_music
108362-2-0-11.wav,5.5,9.5,1,1,2,children_playing
108362-2-0-12.wav,6.0,10.0,1,1,2,children_playing
108362-2-0-21.wav,10.5,14.5,1,1,2,children_playing
108362-2-0-23.wav,11.5,15.5,1,1,2,children_playing
108362-2-0-29.wav,14.5,18.5,1,1,2,children_playing
108362-2-0-30.wav,15.0,19.0,1,1,2,children_playing
108362-2-0-7.wav,3.5,7.5,1,1,2,children_playing
108362-2-0-9.wav,4.5,8.5,1,1,2,children_playing
108638-9-0-0.wav,0.0,4.0,1,6,9,street_music
108638-9-0-1.wav,0.5,4.5,1,6,9,street_music
108638-9-0-2.wav,1.0,5.0,1,6,9,street_music
108638-9-0-4.wav,2.0,6.0,1,6,9,street_music
108638-9-0-5.wav,2.5,6.5,1,6,9,street_music
108638-9-0-6.wav,3.0,7.0,1,6,9,street_music
109233-3-0-3.wav,16.952386,20.952386,1,6,3,dog_bark
109233-3-0-4.wav,17.452386,21.452386,1,6,3,dog_bark
109233-3-0-5.wav,17.952386,21.952386,1,6,3,dog_bark
109233-3-0-6.wav,18.452386,22.452386,1,6,3,dog_bark
109263-9-0-34.wav,17.0,21.0,1,5,9,street_music
109263-9-0-39.wav,19.5,23.5,1,5,9,street_music
109263-9-0-54.wav,27.0,31.0,1,5,9,street_music
109263-9-0-61.wav,30.5,34.5,1,5,9,street_music
109263-9-0-78.wav,39.0,43.0,1,5,9,street_music
109703-2-0-134.wav,67.0,71.0,2,2,2,children_playing
109703-2-0-14.wav,7.0,11.0,2,2,2,children_playing
109703-2-0-153.wav,76.5,80.5,2,2,2,children_playing
